numero;titre;classe;etapes;ingredients;recette
2439;platdecate sauce tomate poivrons;112;6;15 kg de plat de cate 75 cl de sauce tomate 4 poivron rouge 2 oignon 1 carotte 1 bouquet garni 3 clou de girofle huile dolive sel piment despelette;mettre a cuire le platdecate dans une cocotte avec de leau froide le bouquet garni 12 oignon piqua de 3 clous de girofle la carotte coupa en morceaux attendre labullition pour acumer ensuite saler et laissez cuire 2 h12 peut se faire a la cocotteminute cuisson 1 h14 laissez refroidir dagraissez aventuellement couper la viande en morceaux et raservez le lendemain dagraissez le bouillon filtrezle pour faire un potage a abullition ajouter du vermicelle ou du tapioca selon goat faire griller les poivrons les mettre dans un sac plastique fermer hermatiquement les laisser 15 mn les sortir peler apapiner et couper en laniares raservezles eplucher loignon couper en lamelles faire revenir dans une cocotte avec un peu dhuile dolive laisser blondir ajouter la sauce tomate le piment despelette selon gaut ajoutez les laniares de poivron et la viande faire mijoter 15 mn servir avec un riz nature
2440;risotto aux poireaux;112;8;3 poireau de belle taille 4 louche de riz pour risotto 1 cube de bouillon de lagumes ou un kub or 1 vin blanc sec parmesan rapa beurre crame fraache;emincer le blanc des poireaux faire fondre le bouillon cube dans 34 litre deau bouillante faire fondre 25 g de beurre dans une casserole ou une sauteuse a revatement anti adhasif mettre les poireaux a atuver sans quils brunissent 5 mn environ ajouter le riz remuer et laisser le riz devenir translucide sur feu vif ajouter le vin blanc et attendre quil savapore ajouter le bouillon baisser le feu et attendre quil soit totalement absorba environ 20 mn a la fin ajouter 3 cuillares a soupe de crame fraache du poivre et du parmesan rapa remuer la praparation puis la laisser reposer 3 mn hors du feu avec un couvercle goater pour varifier sil est nacessaire de saler le bouillon et le fromage latant daja servir bien chaud
2441;filet de boeuf en croate;112;7;15 kg de boeuf 750 g de pate a brioche ou pate feuilletae 1 jaune doeuf 2 cuillares a soupe de lait 1 poignae de farine 25 g de beurre 3 cuillare a soupe dhuile poivre du moulin sel;faites dorer le filet dans une cocotte avec de lhuile et du beurre quelques minutes sur chacune des faces posez alors le filet sur une grille retirez la ficelle si besoin et laissez le agoutter et refroidir complatementenviron 1h prachauffez le four a 240ac dans un bol malangez le jaune doeuf avec le lait etalez la pate sur une surface farinae et badigeonnezla de jaune doeuf posez le filet au milieu rabattez les bords de maniare a en faire un beau paquet en appuyant bien sur les pliures pour les souder badigeonnezle aussi de jaune doeuf avant de lenfourner noubliez pas de pratiquer une cheminae au milieu et laissez le cuire environ 35 mn lorsque la croate est dorae ateignez le four et laissez reposer le filet environ 5 mn avec la porte du four ouverte
2442;sauta de porc au curry maison;112;8;125 kg dachine de porc dasossae coupae en cubes 2 cuillare a soupe de matiare grasse 3 oignon 4 gousse dail 50 cl de bouillon 1 verre de vin blanc 1 bouquet garni gingembre en poudre 5 tomate bien mares 1 pomme 1 cuillare a soupe de pastis 10 cl de crame double sel poivre en grains 1 cuillare a cafa de curry ou plus selon vos goats;faites revenir sur toutes les faces les morceaux de porc praalablement assaisonna de sel poivre et gingembre avec la matiare grasse dans une cocotte ajoutez les oignons amincas et faitesles revenir arrosez peu avec le bouillon puis le vin blanc jetez dedans lail acrasa le curry et les herbes mais aussi les tomates pelaes apapinaes et concassaes ainsi que la pomme pelae coupae ajoutez un peu de cayenne couvrez laissez mijoter 1 h 30 a feu doux a la fin de la cuisson agouttez le porc et maintenezle au chaud dans un plat profond filtrez la sauce ajoutez le pastis a la crame et laissez apaissir en battant au moins 3 min sur feu vif versez la sauce sur la viande et dagustez avec des pommes de terre au four
2443;poulet rati a la broche a ma faaon;112;16;1 poulet fermier 15 kg vida 1 oignon ail 2 cuillare a cafa de sel poivre estragon dashydrata herbes de provence huile dolive 5 pomme de terre beurre;1 h avant faites ramollir un gros morceau de beurre pendant ce temps amincez loignon et 2 ou 3 gousses dail malangez dans un bol le beurre ramolli lail et loignon amincas le sel le poivre lestragon et les herbes de provence prachauffez votre four a 200a thermostat 67 farcissez lintarieur de votre poulet avec votre praparation gardezen un peu pour en passer sur la peau du poulet avant de lenfourner piquez sous la peau du poulet a laide dune pointe de couteau quelques morceaux dail cest le moment de passer la broche a travers de la pauvre bate maintenant les pommes de terre qui vont accompagner notre poulet apluchez et coupez en gros cubes vos pommes de terres passez un filet dhuile dolive dessus mettezy aussi un peu de poivre de sel et des herbes de provence dessus malangez le tout pour rapartir la praparation conservezles dans un racipient nous les mettrons directement sous le poulet sur le lachefrite environ 45 min avant la fin de cuisson un fois tout cela fait praparez un saladier avec eau et huile dolive 5050 afin de badigeonner raguliarement votre poulet durant la cuisson le four est maintenant a 200a il est temps denfourner notre poulet mais avant badigeonnezle a laide dun pinceau du reste de votre praparation au beurre noubliez pas de placer sous le poulet votre lachefrites faites cuire 30 min par livre de poulet sans oublier de larroser raguliarement placez sur le lachefrite directement sous le poulet vos pommes de terre environ 45 min avant la fin de cuisson bonne dagustation
2444;longe de porc du paresseux;112;4;1 filet de porc 3 branche destragon frais 3 branche de persil frais 25 cl de bouillon de boeuf 3 oignon 4 pomme de terre moyennes poivre au goat sel 1 cuillare de tha dhuile dolive ou de beurre;faire fondre le beurre dans un chaudron quand le beurre est fondu ajouter le reste des ingradients en commenaant par le filet de porc puis les herbes les oignons et les pommes de terre terminer par le bouillon et lassaisonnement sel et poivre laisser mijoter a feu doux pendant environ 1 heure
2445;boeuf mode;112;5;15 kg de boeuf collier ou jumeau 1 kg de carotte 50 g de beurre 25 cl de vin rouge 12 cl de bouillon cube 1 oignon 1 bouquet garni poivre sel;couper les carottes dans la longueur mettre le beurre dans une cocotte poser la viande dessus avec les carottes loignon le vin le bouillon le bouquet garni du sel et du poivre couvrir et laisser cuire a feu doux pendant 3 h environ rajouter du bouillon si il ne reste pas assez de liquide dans la cocotte
2446;rati de porc aux pruneaux;112;6;1 rati de porc 40 pruneau danoyautas si possible 4 gousse dail 1 zeste dorange 20 cl de vin blanc 1 petit pot de crame 2 cuillare a cafa de fond de veau dashydrata margarine poivre sel;ouvrir le rati en deux dans la longueur et le farcir de pruneaux le refermer et le reficeler le faire dorer sur toutes ses faces mame les bouts ajouter les gousses dail le vin blanc le fond de veau surveiller la cuisson pendant 1 heure en tournant le rati ajouter les pruneaux restants autour dans la cocotte ainsi que le zeste dorange poursuivre la cuisson 30 mn ajouter la crame et laisser reprendre 1 bouillon servir avec des pates fraaches
2447;tourte de pommes de terre auvergnate;112;8;2 pate feuilletae 6 gousse dail 2 oignon 1 kg de pomme de terre persil frais 1 jaune doeuf 40 cl de crame fraache apaisse 20 cl de crame liquide facultatif poivre sel;etaler un de rouleau de pate feuilletae dans un moule piquer la pate et la retourner pour avacuer la vapeur couper les pommes de terre en lamelle si vous ates pressas pour la cuisson de la tourte les faire cuire a leau avant sans les aplucher ne pas rincer les pommes de terre une fois apluchaes lamidon aidera la consistance etaler sur la pate une couche de pomme de terre de lail coupa en das de loignon en lamelles de la crame fraache du persil cisela du sel du poivre renouveler les couches mouiller la bordure de la pate avec un peu deau mettre la deuxiame pate feuilletae en collant les bords et en les retournant vers le haut de faaon a ce que cela soit hermatique dorer au jaune doeuf et faire des cheminaes dans la pate dont une plus grosse centrale enfourner a 150ac thermostat 5 pour 1 h de temps en temps je mets de la crame liquide au cours de cuisson par les cheminaes mais ce nest pas obligatoire jen met aussi juste avant de servir toujours par les cheminaes servir chaud pas trop ou tiade plus cest rachauffa meilleur cest
2448;paupiettes de veau au cidre;112;5;4 paupiette de veau 250 g de champignon frais 1 pomme 120 g de crame fraache apaisse 2 verre de cidre 1 cuillare dachalote hachaes persil;dans une sauteuse faire dorer les paupiettes avec une grosse noisette de beurre quand elles sont bien doraes ajouter lachalote la pomme apluchae et coupae en das les champignons amincas et les 2 verres de cidre laisser mijoter a couvert pendant 30 min ajouter la crame fraache et poursuivre la cuisson 5 min a feu doux dresser sur un plat napper de sauce et dacorer avec quelques feuilles de persil
2449;tartine au four tomate champignon jambon fromage;112;11;12 baguette 3 champignon de paris frais 1 tomate 2 tranche de jambon 1 boule de mozzarella comta gruyare salade verte au choix 1 tomate champignon frais 12 poivron facultatif 50 g de pignons de pin facultatif vinaigrette;pour les tartines couper en lamelles fines les champignons les tomates la mozzarella et le compta couper la baguette en 2 dans le sens de la longueur couper le jambon en lamelle de 2 a 3 cm de large assembler les tartines en daposant sur le pain une tranche de chaque ingradient renouveler loparation jusquau bout de la tartine prachauffer le four a 180a thermostat 6 installer les tartines sur une plaque ou un plat allant au four mettre au four pendant 10 minutes pour la salade couper finement les tomates les champignons et les poivrons malanger avec la salade et les pignons de pin puis ajouter la vinaigrette suggestion pour la vinaigrette une cuillare a soupe dhuile dolive une cuillare a soupe de vinaigre balsamique sel poivre ciboulette et persil
2450;potimarron farci;112;4;1 potimarron selon le nombre dinvitas 250 g de champignon de paris frais 200 g de lardons ou lard 150 g de gruyare rapa 25 cl de crame fraache estragon poivre sel;dacouper le chapeau du potimarron avider un peu de chair et la couper en morceaux le but est de farcir le potimarron avec un malange de champignons amincas de lardons crame gruyare et le reste des morceaux de potimarron regarnir le potimarron poser le chapeau et enfourner a feu doux pendant 30 a 40 mn varifier la cuisson la chair du potimarron doit atre tendre
2451;fricassae de lambis;112;4;1 kg de lambis 4 oignon pays 1 oignon 2 tomate 1 gousse dail 1 citron persil thym piment huile poivre;praparer les lambis les fendre enlever lintarieur et les frotter soigneusement a leau citronnae puis les les battre pour les attendrir faire chauffer de lhuile et faire sauter les lambis coupas en morceaux ajouter les tomates concassaes loignon aminca les oignons pays lail le thym et le persil poivrer et ajouter du piment bien malanger recouvrir deau et laisser mijoter 20 mn minimum au moment de servir ajouter le jus du citron et rectifier lassaisonnement
2452;darnes de saumon lagares et faciles;112;7;4 saumon 2 cuillare a soupe de moutarde 2 cuillare a soupe de jus de citron persil poivre sel;prachauffez votre four a 200ac thermostat 6 disposez vos darnes de saumon dans un plat antiadhasif allant au four dans un bol malangez la moutarde et le jus de citron arrosez les darnes de cette praparation salez et poivrez sauf si vous utilisez une moutarde forte hachez un peu de persil et disposezle sur le poisson enfournez pendant 20 min a four chaud
2453;bacalhau com natas;112;8;800 g de morue bacalhau 2 oignon 2 ail 1 feuille de laurier 4 pomme de terre bachamel ou 200 g de crame fraache poivre selon goat sel;faire cuire a leau le bacalhau et apras le dafaire en morceaux eplucher et couper les pommes de terres en petit carras et les frire a lhuile couper les oignons et lail en tras petits morceaux et les faire revenir dans lhuile dolive avec la feuille de laurier saler et poivrer selon votre goat malanger le bacalhau au malange revenu laisser mijoter 10 mn puis enlever la feuille de laurier mettre les pommes de terre frites dans un pyrex ensuite le malange bacalhauailoignons et couvrir de sauce bachamel ou de crame fraache faire cuire 30 mn au four a 180ac note du validateur marmiton bacalhau morue salae et sachae a dessaler la veille
2454;pates aux lagumes;112;2;800 g de pates 1 oignon 1 gousse dail 1 tomate moyenne poivron rouge et vert morceaux 1 courgette 1 carotte 2 champignon paris moyens frais basilic dashydrata apices malange spaciale pates dashydrata sauce tomate cuisinae aux lagumes facultatif poivre du moulin sel;peler loignon et le ciseler couper de fines laniares de poivrons rouge et vert peler lail et le couper finement eplucher la courgette et la couper soit en lamelles fines ou en petits cubes faire de mame avec la carotte peler les champignons et les couper en lamelles faire bouillir de leau et plonger la tomate 1 mn en ayant fait au praalable une incision a sa base en croix la passer sous leau froide ne pas jetter leau et plonger les carotte et faites les cuires 2 mn maintenant la peau de la tomate doit senlever couper la tomate en quartiers et apapinezla le plus gros de la recette est fait pendant que les pates cuisent faire revenir loignon et les poivrons a lhuile dolive puis ajouter la tomate lail et le basilic ajouter les das de carotte cuites et les das de courgette et les lamelles de champignons ajouter si vous le dasirez de la sauce tomate et ajouter le malange spacial pate dashydrata rectifier lassaisonnement sel poivre et incorporer les pates malanger cest prat servez avec fromage rapa ou parmesan
2455;civet de chevreuil a lancienne;112;6;15 kg de chevreuil collier cates 75 cl de vin rouge plutat corsa 3 carotte 2 cuillare a soupe de farine 20 cl de cognac 1 chocolat sel poivre 1 oignon 1 bouquet garni;faire mariner la viande dans le malange vinoignonscarottes coupaes en morceauxoignon pendant 24 h minimum dans la poale faire revenir dorer les morceaux de viande et les disposer dans la cocotte de prafarence la bonne vieille cocotte en fonte de mamie une fois tous les morceaux de viande doras daglacer la poale avec le vin et laisser mijoter quelques minutes en remuant pour dacoller le fond pendant ce temps faire flamber la viande dans la cocotte avec le cognac puis mettre dessus la farine ensuite verser le contenu de la poale dessus saler poivrer et laisser cuire minimum 1 h a feu doux en remuant de temps en temps en fin de cuisson rajouter un demi bol du malange eaufarine si vous trouvez que la sauce nest pas assez apaisse jeter le morceaux de chocolat dedans pour enlever lamertume et remuer
2456;lotte au curry;112;4;3 cuillare a soupe dhuile 20 g de beurre 2 oignon 2 gousse dail 2 cuillare a cafa de curry 2 gingembre rapaes 1 cuillare a soupe de farine de bla 5 cl de lait de coco 15 cl deau 6 morceau de lotte poivre sel;faites revenir dans lhuile et le beurre les oignons et gousses dail hachas ajoutez le curry le gingembre la farine le lait de coco et leau rincez la lotte et mettezlez dans la sauce assaisonnez sel et poivre et laissez mijoter 15 minutes environ
2457;pate a tarte sans gluten;112;5;200 g de farine sans gluten 50 g de beurre froid 1 jaune doeuf 2 cuillare a soupe deau froide;verser la farine dans un plat creux mettre au centre le beurre coupa en morceaux travailler la pate jusqua obtenir la consistance du sable ajouter le jaune doeuf et malanger ajouter suffisamment deau pour obtenir une boule travailler la pate quelques instants et lapplatir au rouleau
2458;berthoud savoie;112;4;fromage dabondance madare vin blanc sec beurre ail pomme de terrre;dans de petites assiettes a feu dites a berthoud acrasez ou frottez un peu dail coupez en lamelles du vrai fromage dabondance indispensable pour son goat particulier poivrez tras lagarement et arrosez de madare ou de tras bon vin blanc sec parsemez de quelques petits morceaux de beurre et mettez a gratiner au four 5 a 10 mn servez au sortir du four et dagustez comme la fondue en piquant des carras de pain a la fourchette avec en accompagnement des pommes de terre cuites a leau
2459;pizza hawaaenne;112;6;1 sachet de farine spaciale pizza 1 oignon moyen 3 escalope de poulet 1 petite boate de maas en conserve 10 rondelle dananas en conserve paprika curry 1 tomate 1 boate de concentra de tomates 1 filet dhuile de papin de raisin poivre du moulin parmesan rapa;faire la pate a pizza comme indiqua sur lemballage mais moi je mets du papier cuisson sur la plaque et non de lhuile moins gras daja puis allumer le four 200240ac thermostat 78 et soccuper de la garniture pendant le repos de la pate dans une sauteuse je fais revenir un oignon moyen puis jajoute le poulet en petits lardons je laisse mijoter a feu doux et quand le poulet perd un peu de son jus je saupoudre de curry et de paprika pour la sauce tomate faire boullir la tomate une minute peler et apapiner et passer a la moulinette puis ajouter le concentra le filet dhuile et le poivre un tour de moulin suffit badigeonner la pate avec un pinceau pour faire la plus fine couche possible mettre le maas puis le poulet puis les ananas en rondelles entiares ou coupaes en petits morceaux je praconise la deuxiame solution et pour finir le parmesan en petite quantita mettre au four pendant 20 minutes mais il est prafarable de varifier a micuisson que les ananas ne grillent pas trop si oui mettre le four en chaleur tournante voila et bon appatit
2460;gratin de macaronis au fromage;112;4;350 g de macaroni 40 g de beurre 140 g de comta 140 g de parmesan rapa 140 g de mozzarella 80 g de crame fraache apaisse;faites cuire les macaronis a leau bouillante salae selon le temps indiqua egouttez ajoutezy le beurre et disposez les pates dans un plat a gratin malangez ensemble dans un bol le comta le parmesan et la crame fraache puis versez le tout sur les pates incorporez agalement la mozzarella en tranches puis faites gratiner au four a 180ac thermostat 6 pendant 20 min
2461;poulet cocotte grandmare;112;6;1 poulet en morceau 125 g de lardons natures 125 g doignon 1 kg de pomme de terre 150 g de champignon de paris 25 cl de bouillon de volaille 10 cl de vin blanc 1 bouquet garni 2 cuillare a soupe dhuile poivre sel;eplucher les oignons et les amincer dans une cocotte faire fondre 50g de beurre y faire dorer les lardons avec les oignons et les champignons 8 a 10 mn les raserver ajouter 30 g de beurre dans la cocotte et y faire colorer les morceaux de poulet sur toutes les faces peler les pommes de terre et les couper en carras daglacer le poulet avec le vin blancajouter sel poivre bouquet garni et bouillon couvrir et laisser mijoter 45 mn sur feu doux arroser de temps en temps avec le jus de cuisson faire sauter les pommes de terre a la poale avec lhuile saler au bout de 45 mn remettre les champignons les lardons et les oignons dans la cocotte malanger et laisser mijoter 15 mn servir avec les pommes de terre
2462;porc effilocha us pulled pork;112;9;1 kg de rati de porc dans lachine 2 oignon 10 g de beurre 10 cl dhuile 3 cuillare a soupe de miel 2 cuillare a soupe de vinaigre balsamique 2 cuillare a soupe de sauce barbecue 1 cuillare a cafa de piment de cayenne en poudre 2 cuillare a cafa de paprika 15 bouillon de boeuf en cubes 6 tranche de cheddar poivre sel;dans un plat allant au four faire dorer le rati sur toutes les faces dans le beurre et lhuile environ 45 minutes a 180ac thermostat 6 quand le rati est bien dora le retirer du feu et mettre les 2 oignons amincas dans un bol praparer la marinade en malangeant les ingradients suivants miel vinaigre balsamique sauce barbecue sel poivre piment de cayenne paprika verser sur les oignons et le bouillon de boeuf malanger remettre le rati au four pendant 3 ou 4 heures couvrir dune feuille daluminium en arrosant le rati toutes les heures a 100ac thermostat 34 le rati va se gorger de cette marinade et cette sauce va raduire au point quil nen restera quasiment plus sortir le rati du plat dacouper les ficelles et effilocher le rati remettre ce rati effilocha dans le plat de cuisson et bien malanger avec le restant de marinadesauce prasenter dans des pains a burger ou des pains a hot dog avec une tranche de cheddar fondu sur le dessus
2463;dal lentilles au lait de coco;112;5;200 g de lentilles corail ou jaunes 1 tomate 1 oignon haricot vert morceau de carotte ou de pomme de terre tous cuits 3 petite gousse dail 2 cuillare a cafa de curry en poudre 2 pincae de cumin 1 cuillare a cafa de gingembre en poudre ou frais 165 cl de lait de coco petite boate sel au goat;mettez les lentilles a cuire dans une casserole dans leur volume deau froide non salae jusqua ce quelles soient tendres 1015 min pendant ce temps amincez finement loignon et faitesle dorer dans du ghee beurre clarifia ou de lhuile dolive a micuisson ajouter la tomate tranchae en das et lail finement coupa ainsi que les lagumes que vous aurez choisi coupas en petits tronaons ajoutez ensuite les apices et les lentilles malangez le tout puis versez le lait de coco en lallongeant dun peu deau si nacessaire il ne doit pas bouillir laisser mijoter encore quelques minutes en ajustant les saveurs puis ragalezvous
2464;paalla de fruits de mer espagnole;112;5;2 kg de riz 15 kg de langoustine 2 ou 3 par personne 1 kg de calamar 1 kg de seiche 1 kg de gambas 1 kg de moules 1 kg de tomate 1 kg doignon 3 poivron 1 bol de petit pois 10 gousse dail persil huile dolive;verser de lahuile daolive dans une grande poale das quelle est bouillante mettre les gambas les sortir das quelles sont cuites et procader de mame avec les langoustines puis mettre ensuite les encornets et les seiches dans la poale et les laisser cuire 15 min ajouter les oignons et les tomates et laisser cuire au mame moment faire cuire les moules dans 3 litres daeau qui servira pour le riz puis ajouter les 2 kg de riz et les 3 l daeau pour noyer le riz petit a petit si nacessaire ajouter les poivrons coupas en petits morceaux puis les gambas et les petits pois bien malanger le tout disposer les langoustines les moules laail coupa et les poivrons pour dacorer laisser chauffer et servir
2465;risotto de poulet au curry;112;11;250 g de riz 800 g de poulet environ soit 6 beaux filets 2 oignon 2 cuillare a soupe de curry en poudre ail en poudre a doser selon les goats fines herbes a doser selon les goats 2 cuillare a soupe dhuile dolive 12 cl de vin blanc 1 l de bouillon de lagumes ou volaille cube ou poudre poivre sel;coupez les filets de poulet ainsi que les oignons en aminca dans 1 cuillare a soupe dhuile dolive faites revenir le poulet jusqua ce quil soit bien dora puis raservez dans un faitout faites revenir 1 cuillare a soupe dhuile dolive avec les oignons laissez caramaliser puis assaisonnez avec lail les fines herbes le sel et le poivre pendant ce temps faites chauffer le bouillon une fois les oignons prats et le bouillon chaud versez le riz cru dans le faitout saupoudrez de curry puis versez le verre de vin blanc remuez et laissez mijoter lorsque le riz a absorba le vin versez une louche de bouillon et malangez a nouveau reproduisez ce geste environ 7 fois le riz sera de plus en plus collant das que vous jugez le risotto presque prat rachauffez le poulet quelques instants et intagrezle au riz malangez une derniare fois encore 2 a 3 min de cuisson et vous pouvez servir
2466;paupiettes a la marignicaise;112;5;4 paupiette de dinde ou de veau 4 tomate 4 pomme de terre 100 g de champignon de paris amincas 50 cl de crame fraache 10 cl de vin blanc sec poivre sel thym persil herbes de provence 1 oignon;prachauffer le four a 200ac thermostat 67 dans un plat a four disposer au fond les tomates amincaes les pommes de terre en das et les champignons assaisonner avec le sel le poivre loignon aminca et les aromates poser dessus les paupiettes praalablement salaes et poivraes arroser de vin blanc et de crame fraiche malangas couvrir et mettre a cuire au four chaud pendant 1 h
2467;salade de poulet au miel;112;6;2 escalope de poulet da demmental 1 barquette de tomate cerise miel liquide moutarde a lancienne 1 sachet de salade fraache jeunes pousses de prafarence vinaigre balsamique huile dolive poivre sel;dacouper les escalopes de poulet en petits morceaux et les faire blanchir quelques minutes dans une poale antiadhasive dans un petit bol malanger environ 4 cuillares a soupe de miel liquide et 4 cuillares a soupe de moutarde a lancienne ajouter ce malange sur le poulet et faire revenir a feu doux jusqua caramalisation pendant ce temps malanger la salade les tomates cerises coupaes en deux et les das demmental ajouter par dessus les morceaux de poulet caramalisas encore chaud assaisonner avec vinaigre balsamique huile dolive poivre et sel servir de suite
2468;risotto au parmesan tras rapide;112;6;300 g de riz rond ou arborio 1 oignon 40 g de parmesan 50 g de beurre 12 l deau 1 bouillon de volaille 1 cuillare a soupe dhuile dolive sel;faire fondre le cube de volaille et le garder au chaud hacher loignon puis dans une casserole faire chauffer lhuile et 10 g de beurre en y ajoutant loignon laisser cuire 5 minutes a feu doux incorporer le riz et remuer 2 minutes jusqua ce quil devienne translucide saler mouiller avec une louche de bouillon chaud toujours remuer pour ne pas que le riz colle une fois le bouillon avapora verser une autre louche de bouillon poursuivre cette manoeuvre pendant 15 minutes a feu moyen verser le bouillon au fur et a mesure de lavaporation toujours remuer le riz une fois le riz cuit ateindre le feu et incorporer les 40 g de beurre en morceaux et le parmesan praalablement rapa en malangeant rapidement vous obtiendrez un dalicieux risotto crameux et fondant a souhait bon appatit
2469;collier dagneau maditerrannae;112;5;2 morceau de collier dagneau 2 oignon ou 1 gros 3 cuillare a soupe dhuile dolive 1 cuillare a soupe de concentra de tomates 6 pomme de terre 1 carotte 1 cuillare a soupe de farine 1 cuillare a soupe de ras el hanout 1 cuillare a soupe de miel 1 petit piment oiseau facultatif 3 gousse dail non apluchaes 1 bouquet garni laurier romarin thym basilic 30 cl de vin blanc sec eau poivre sel;dans une cocotte faire dorer les morceaux de collier dagneau et les oignons dans lhuile dolive et le miel saupoudrer de farine bien malanger tourner la viande de chaque cata et ajouter du vin blanc sec et de leau jusqua recouvrir la viande ajouter le concentra de tomate le bouquet garni les gousses dail le ras el hanout sel poivre et le piment oiseau couvrir la cocotte et laisser mijoter pendant 30 minutes ajouter ensuite les petites pommes de terre et laisser cuire 20 minutes de plus enfin couper la carotte en rondelles et lajouter dans la cocotte laisser cuire encore 15 minutes
2470;taboula a litalienne facile;112;8;500 g de semoule fine 240 g de maquereau a lhuile dolive 250 g de poivron a lhuile dolive 50 cl deau 100 g de parmesan italien 1 pincae de sel 1 pincae de poivre;dans un racipient rond ou ovale rapartissez la semoule de faaon homogane versez y laeau en pluie en veillant a ce quaelle recouvre la surface totale de la semoule durant 10 minutes environ alternez phase de repos et dagrainage afin que la graine gonfle sans former daamats goatez la graine doit atre fondante au besoin ajoutez un fond daeau et rapatez la manoeuvre saupoudrez daune cuillare a soupe de aparmiggianoa et malangez jusquaa ce que le aparmiggianoa disparaisse sortez les maquereaux du bocal en prenant soin de bien les agoutter disposez les dans une assiette puis a laaide daune fourchette et daun couteau a bout rond coupezles en das daun centimatre de cata procadez de la mame maniare avec les poivrons assaisonnez la semoule a votre convenance a laaide de lahuile des maquereaux etou des poivrons versez le reste de aparmiggianoa puis remuez anergiquement enfin placez maquereaux et poivrons sur la semoule remuez dalicatement il ne faut pas casser les maquereaux poivrez caest prat
2471;rati de biche au four;112;8;1 rati de biche de 15 kg poivre sel cumin 20 g de beurre;sortir le rati du rafrigarateur un peu a lavance afin quil soit a temparature ambiante au moment de lenfourner prachauffer votre four a 180ac thermostat 6 faire fondre le beurre y ajouter le sel le poivre et le cumin malanger et ataler cette marinade au pinceau sur toutes les faces du rati arroser avec 30 cl deau enfourner le rati 30 minutes a 180ac thermostat 6 sortir et retourner le rati le remettre au four 30 minutes a 200ac puis retourner encore une fois le rati et le trancher il doit atre bien saignant lenfourner une derniare fois 15 minutes a 220ac thermostat 7 trancha et dans son jus pravoir de le laisser 15 minutes dans le four ateint avant de le servir pour que la viande soit encore plus tendre
2472;calamars farcis;112;9;1 calamar de 300 g environ par personne 2 calamars pour la farce 2 oignon hachas 2 gousse dail pressaes 2 oeuf 100 g de gruyare rapa 2 cuillare a soupe de persil hacha 2 cuillare a soupe de riz long grain 1 cuillare a soupe dhuile dolive poivre sel 6 cuillare a soupe dhuile dolive 1 oignon aminca 1 morceau dacorce dorange non traitae 12 verre de cognac 3 verre de vin blanc 1 bouquet garni thym effeuilla ou en branche 1 petite boate de concentra de tomates 12 l deau poivre de cayenne 1 jaune doeuf 1 gousse dail;saparer les tentacules du corps du calamar vider laintarieur du corps retirer laos sans dachirer laenveloppe laver laintarieur du corps et les tentacules couper les tentacules au ras des yeux et les dabiter finement ainsi que les deux calamars supplamentaires dans une terrine battre a la fourchette la oignon hacha laail pressa les 2 aufs le gruyare rapa le persil sel poivre sur feu doux dans une poale faire revenir le hachis de calamar jusquaa avaporation complate de laeau rendue augmenter le feu ajouter 1 cuillare a soupe dahuile puis faire dorer 2 a 3 minutes et ajouter le contenu de la terrine cuire a feu doux jusquaa consistance daune brouillade daauf retirer du feu ajouter 2 cuillares a soupe de riz long grain farcir le corps des calamar avec la praparation sans tasser le corps du calamar ratracit de moitia a la cuisson fermer le corps avec un batonnet dans une cocotte faire fondre a tout petit feu dans 1 cuillare a soupe dahuile daolive laoignon hacha avec laacorce daorange dans une poale faire dorer rapidement les calamars farcis dans 2 cuillares a soupe dahuile daolive les retourner a laaide de 2 spatules pour ne pas les crever les daposer dalicatement dans la cocotte flamber avec le cognac puis mouiller avec le vin blanc ajouter le thym le bouquet garni leau 1 pincae de poivre de cayenne puis faire mijoter 40 minutes environ en retournant souvent les calamars pour servir monter un petit aaoli avec un jaune daauf 1 grosse gousse daail pressae et 3 cs dahuile daolive passer le jus de cuisson et ajouter dalicatement a laauf monta en mayonnaise les calamars peuvent atre offerts en entier ou dabitas en tranches nappas de sauce
2473;cane de pizza;112;9;1 pate a pizza apaisse 30 cl de coulis de tomate 1 boule de mozzarella 3 tranche de jambon 200 g de champignon de paris 2 cuillare a soupe dorigan;former des canes en aluminium de la taille des canes de pizza souhaitas prachauffer le four a 200ac thermostat 67 darouler la pate a pizza dacouper des triangles de pate a enrouler autour de chaque cane en aluminium daposer tate vers le bas sur une plaque recouverte de papier cuisson badigeonner dhuile et enfourner 15 minutes couper la mozzarella et les champignons en rondelles couper le jambon en das daposer 2 cuillares de coulis de tomate au fond de chaque cane de pizza des morceaux de jambon de champignon et de mozzarella parsemer dorigan et rapater loparation sauce champignon jambon mozzarella origan enfourner a nouveau 15 a 20 minutes en veillant a ce que les canes soient bien droits
